idx,class,conversation
10,갈취 대화,"네 뭐 드릴 게 있는지 말씀해 주시면 감사하겠습니다.
말보르 레드 하나만 있어도 돼.
네. 이곳이 이제 마지막 장소네요.
이곳에 사장이 있는 것은 아니지?
네 사장님 지금 뭐 찾는 중이에요?
지금부터 여기에 있는 돈 다 내가 쓸거야.
네 왜 이렇게 급하게 말씀을 하신 겁니까?
입닥쳐. 사람 오기 전에 돈이나 쓸어담아.
살려만 주세요 살려만 주세요
제대로 안 하면 패버릴 거니까 얼른 해라.
네, 여기가 저희가 준비한 곳이에요.
진작 이렇게 빨리 줄 것을 경찰에 신고하면 알지?"
11,직장 내 괴롭힘 대화,"이 대리 오늘 뭐한거야? 오늘
창고를 싹 청소하고 바닥도 싹 청소했습니다.
이게 한 게 아닌데 뭐 이렇게 된 거야?
네 최선을 다했기에 할 수 있었습니다.
이것을 복사하지 않은 이유가 무엇이니?
아까 하라고 안하신 게 지금 뭐죠?
내가 방금 말한 거 니가 못 들은 척 하는 거니?
아니요 지금 바로 시작하겠습니다.
물을 새로 받아서 이것을 먹이니?
죄송해요 여러분. 제가 너무 급하게 말씀드려서 죄송합니다."
12,협박 대화,"네네 전화하신 게 무슨 일이 있었습니까?
우리 애가 지우개 하나 훔친 것 가지고 애들 앞에서 면박줬니?
한 두번도 아니고 댁의 따님이 여러 번 훔쳤기 때문에 경찰에 신고하는 것은 너무 과하다 싶어서 한 말입니다.
아니 그 구멍가게에서 파는 거는 애가 맨날 훔치는데 얼마를 주고 사냐고
예 본 애들도 있고 안 본 애들도 있고 그렇습니다.
애가 네 탓으로 돌아간다는 건 좀 이상하지 않아?
제 아이를 여기다 왜 맡기겠습니까.
내 아이도 울고 있는데 니가 못 본 사이에 죽은 거야
저도 교육 차원에서 한 마디 한 건데 이렇게 하면 안 된다고 생각해요.
됐고 애 죽은거 보니까 이제 나도 정신 차려 나중에 니 아들 보면 진짜 깜짝 놀라게 할텐데"
13,갈취 대화,"형! 형! 돈은 얼마 있어?
저는 이제 나이가 예순셋이잖아요.
여기 형 말고 다른 사람 아는 사람 없어?
저는 돈이 없어요 형님은.
형 잘 생긴 게 돈 많이 벌어서 형 좀 줘봐.
저 현금 없습니다. 살려주세요.
응 내가 지갑 안에 있는 걸 어떻게 알아? 내가 그냥 줘 버릴 수는 없어.
저는 진짜로 없는 거예요. 죄송해요.
나 진짜 말로만 하면 지갑 열 수 있어?
죄송해요 돈이 없어서 못 드리는 거예요."
14,직장 내 괴롭힘 대화,"김 씨는 자신이 설계한 서울 강남구의 사무용 빌딩 '어반 하이브(urban hive·도시의 벌집)'를 돋보이게 하려고 여러 가지 기능을 개발했다.
대리님이 왜 그렇게 화를 내세요?
이거 오늘까지 제출해야 하는데 좀 해줘?
네, 저도 해야 할 일이 많이 있어서요.
아니 도와달라고 한 것도 아닌데 뭐 어떻게 못해?
저도 할 일이 많아서 도와드리고 싶은데.
너하고 나하고 둘이 합정동에서 근무해야 하는데 시간 내기가 쉽지 않아.
네, 맞아요.
할 수 있는 한 빨리 끝내던가 하지 못했으면 그만이지
아니 제가 하지 않을 테니 사모님이 대신해 주세요."
15,갈취 대화,"야 너 휴대폰 좀 빌려줘봐.
엄마가 저번달에도 너무 많이 나와서 혼난 적 있어.
알 바가 아니고 폰이나 줘 그럼 안 돼?
폰을 주면 또 그 돈을 내가 지불하겠다고 할까?
응 게임 캐시 다 써서 돈 좀 남은 거 했어.
안 돼 진짜. 돈이 너무 많이 들어.
맞기는 하는데 그냥 주는 것도 아니고 뭐 그냥 줘?
진짜 한번만 더 결제한 것을 들켰다가는 휴대폰 뺏길지도 몰라
아 씨 오늘은 또 왜 이렇게 말이 많아?
이 씨의 경우처럼 알레르기성 접촉 피부염은 여름에 자주 생기며 특정 부위가 갑자기 가렵고 진물이 나는 증상을 보인다."
16,갈취 대화,"잠깐만 거기 학생들 전부 다 그 수업에 집중할 수 있게 해
예? 제가 부른 게 아닌데요.
그렇다면 누구가 책임을 져야 하는 건지 그 기준은 우리가 정한 것이죠.
부르시는 분이 굳이 왜 부르십니까?
내가 지갑을 잃어버려서 돈이 없는데 돈 좀 빌려줘.
아니요 저도 진짜 그런 사람 본 적이 없어요
주머니 속에 손을 집어넣어서 뭐가 뭔지 모르는 사람이 보면 돼
이것은 안 되는 게 아니라 이건 안 될 수 있어요
그건 내가 판단해서 결정할 문제야.
제가 이거는 돈을 주고 샀지 거저 얻은 적이 없습니다.
이렇게 하면 안 된다고 해서 내가 그냥 주기로 했어.
그것은 정말 제 돈이 아니에요."
17,갈취 대화,"얼마 있다가 주면 되는 거야 언니?
십만 원 정도.
야 이거로 새로운 폰을 어떻게 사 줄 수 있어?
이게 제일 좋은 것이었던 것 같아.
그렇다면 최선을 다해서 맞자 너.
피해 갈 수 있는 범위 안에서 할 수 있는 한 최선을 다해 도와줄게
그럼 내일까지 3배로 만들어 와.
그것을 어떻게 어떻게 할 수 있나.
아 그건 네가 생각해봐야 할 문제야.
말도 안 되는 소리를 하는 건 아닌데 말이야."
18,기타 괴롭힘 대화,"야 너 눈에 빛이 난다 진짜로
응 그래 우리는 반티가 없었죠.
야 한대만 때려보자 한대만 때려보자 한
아 근데 왜 이렇게 눈물이 나냐 하면 내가 원체 엄살도 많이 피우고 정신이 없을 때였어
야 뜨거우면 문을 못 열게 하지 말고 가만히 있어.
무슨 소리야 저리치워 이 자식아
친구랑 있는 사이가 그렇게 좋지 않은 거야
야 너 지금 정신 못 차리고 있는 거 알지?
야 얼굴이 진짜 화사해 보인다.
흑흑 내가 그렇게 악력이 강한지 예전엔 몰랐어."
19,직장 내 괴롭힘 대화,"나씨 정수기 물탱크를 한번 갈아 주시겠습니까?
물 마시는 게 싫은 건 아닌데 매번 제가 거부하는 거예요.
나씨는 저희 부서에 유일한 남성 직원이잖아요.
그러니까요 저는 직원이 아니라 고객입니다.
그래서 안 하겠다는 건가요?
저는 매일 물탱크를 갈고 짐을 나르는데 그런 것이 부당하다는 겁니다.
나씨가 남자직원이니까 힘도 제일 세고 먹는 양이 저희 여직원보다 더 많을 거 아니에요?
저는 정수기 쓰는 거 별로 안 좋아요.
하 정말 이 팀에 너무 잘 어울리지 않나요?
왕따를 시키겠다는 거예요?"
20,협박 대화,"너 이 남자 제자 이름이 뭐니?
네, 맞아요."" 저희 선생님이 무슨 일로 인해 이렇게 된 건가요?
어떤 일은 그냥 선생님 콩팥 하나 정도만 가져갈까 해요.
네.? 장난이 너무 심하신 거 아니에요.
아 진짜 얘가 좀 어리니까 자기가 무슨 짓을 하는지도 모르는 거 같아.
어.? 지금 신고하면 안 돼요? 내가 언제 신고하는데.
어디에 신고를 해야 하는지 그 방법을 좀 알려줘.
선생님 제가 할 수 있는 한 최선을 다해 도와드릴게요.
그러면 내가 얘기하는 거 갖다 주면 그냥 깔끔하게 끝날 일이야
그렇게 하도록 하겠습니다."
21,갈취 대화,"저번에 니가 친구 지갑에서 돈 빼갔잖아.
지금 그 얘기를 왜 하냐.
야 이거 다 불기 전에 나한테 줘.
내가 왜 이걸 줘야 되는 건데?
니가 가지고 온 돈 주인이랑 모든 사람들한테 다 불어버릴거라니까?
얼마 정도 나와? 한 달에 얼마쯤 나와?
10만원만 주면 되지 뭐.
야 지금 10만원이 어디서 나온 거야?
확 불어버리는 게 좋을 것 같은데?
내일 안에 다 줄게 내일까지만."
22,기타 괴롭힘 대화,"어우 냄새가 계란썩는 내가 나는 것도 이상하고 사람이 아닐수도 있는 게 말야
너 뭐하냐 지금 뭐라했지
저 사람들 말을 들어보면 진짜 어이가 없어.
야 야 가만히 있어 자기가 너무 놀라서 그런 거 아니야
너네 싸우고 싶지 않아?
아 예스터데이 때 하도 욕을 들어서 화났거든요.
내가 왜 이렇게 화를 내지 이 자식들아.
니가 너무 마음에 안 들어 해서 내가 대신 사과할게."
23,협박 대화,"나 좀 그만 따라다녀.
너를 보려면 내가 널 만나야 해.
우리는 서로를 스토킹하면서 살고 있지는 않아.
내가 일방적으로 말한 것이지 우린 결혼하지 않았어.
나를 좀 내버려 둬 달라고 부탁하고 싶어.
내가 널 사랑해서 그동안 괴롭혔다고
우리집 비밀번호를 또 어떻게 알게 된 거야?
남자친구가 몰래 집에 들어갔거나 아니면 밖에서 쏘다녔거나 그런거 아냐?
너의 그 정신적인 병이 무슨 이유인지 알기나 해?
뭐? 이년이 말다했지? 어디 다리 하나 부러뜨려놔야 바람을 못 피"
24,기타 괴롭힘 대화,"야. 이게 바로 우리가 생각하는 그런 방식이 아니에요.
너네 집이 저기 판자촌이라고?
이 씨의 사례에서처럼 알레르기성 접촉 피부염은 특정 부위가 갑자기 가렵거나 진물이 나는 증상을 보인다.
뭐야 그 판자촌이 지금 뭐야?
왜 저 위에 다 쓰러져가는 집들 있잖아. 거기 있잖아.
무슨 귀신의 집같이 다 허물어지던데?
귀신이 사는 집이라면 천장에 구멍이라도 뚫리면 어떻게 안 뚫겠어.
날도 덥고 해서 친구가 하나 사줬어야 했는데 그러지 못했다.
와 진짜 배려심 엄청나시네 나도 저녁 때 쓰던 거 쓸 건데.
내가 내일도 쓸 거라서 내일 주면 안 돼?
얼굴에 열이 오르는지 땀이 줄줄 흐르는 게 그지 꼴이야."
25,기타 괴롭힘 대화,"남편 생활비 좀 빌려줘요.
아니 이 사람은 입만 벌리면 돈 타령을 하는 게 진짜 심각한 수준이야.
애들 학원비며. 애들 학원비며.
애들 핑계 괜히 대지 마
제가 입고 다니는 것은 아니고요.
배가 너무 나온 게 아닌가 싶을 정도로 불룩 튀어나온 거야
아 그러지 말고 좀 생활비 좀 빌려 줘요.
살이 더 쪄서 보기 싫은 건 안 먹어도 돼
진짜 제가 먹고 사는 것은 없어요.
이 여자 분하고 더 친한 것 같은데."
26,협박 대화,"조용히 살겠다고 했는데 이 새끼가 깔딱 건드네?
그런 거라면 진짜 너네 잘못이 맞는 것 아니야.
야 내가 잘못한 게 없는데 뭐 어떻게 신고를 안 해?
나쁜 일이 생길 수밖에 없는 거야.
니가 경찰이야? 어? 경찰도 아닌 새끼가 남의 일에 참견은 하지 않아
그렇지만 그건 아니야 내가 할 수 있는 게 아니야
아 이 미친새끼 입이 부르트도록 쳐맞고도 아직 정신을 못차렸구나 뇌가 터지도록 쳐맞지
내가 여기서 꼼짝 못 하는 건 너무 싫어서 그래.
야 니가 조용히 하는건 하나도 안중요하고 이빨 꽉 깨물어라 안그러면 이 나간다새끼야
이제 그만 좀 해 달라고 부탁해야지."
27,갈취 대화,"돈을 빌렸어도 갚아야 할 의무가 있는 건 아니잖아.
죄송해요 잠시만 시간을 더 주겠습니다.
내가 왜? 내가 해야 할 사업이 명확하지 않은데.
잘 몰라서 그렇지만 부탁드립니다.
이제 남은 것도 뭐 대충 이런 식으로 보이는데.
진짜 빈손으로 살기 때문에 한번 방문해 주세요.
그럼에도 불구하고 저 차는 어디에 있는 거야?
정말 이것 하나만 있으면 될 것 같은데요.
저 돈으로 차 얻어타고 다닐 거면 진작에 빌려줄 걸 그랬어.
하지만 이자가 너무 많이 비싸고.
그러면 이제는 내가 가지고 갈 테니 나중에 달라고 하지 말고?"
28,협박 대화,"니가 여기로 오면 내가 토막 내서 죽일 거야
살려주세요 살려주세요 살려주세요
싫어 나는 너의 장난감과 놀 시간이 없어서 안 그래
이제 그만 좀 했으면 하는 게 우리의 바람입니다.
또 이 칼을 가지고 너의 몸을 구석구석 잘 닦아줘야 해.
왜 그렇게까지 해야 하는지 이유가 무엇인지.
칼로 쑤시는 맛이 있거든
살려주세요 살려주세요 살려주세요
살아있는 애는 재미없어 죽어있는 애는 재미없어
야이 새끼야 경찰이다. 이런 미친 싸이코 같은 놈 새끼야
그 총을 쏘기만 해봐 목을 잘라 줄게"
29,기타 괴롭힘 대화,"아이스크림 사 주는 사람이 누구냐?
내가 먹으면 안 되는 거야? 그럼 그만 좀 해.
당연히 안 되는 게 너 공부 개못하는 찐따잖아.
야 닭대가리가 말도 하다니 동물농장 가자.
학교폭력으로 신고당하기 전에 너네 학교폭력으로 신고해.
아휴 그러게 말이야 살려달라고 기도까지 했는데 어떻게 된 일인지 모르겠다.
그러니까 좀 가만히 있어 봐.
나였다면 아이스크림 먹을 시간에 공부를 한다.
멈춰! 학교를 못 가는 건 아니야.
이렇게 행동하니까 당연히 몽둥이찜질을 받아야 한다."
30,갈취 대화,"와 한창 분위기 좋을 때 방해해서 죄송합니다.
이 새끼 갑자기 누구야? 어디서 온 거야?
제가 이 여자 친구의 오빠인데 18세라는 나이가 너무 믿기지 않습니다 사장님.
뭐? 그. 그게 우리 사이에 무슨 문제가 있어?
푸하 이 분 진짜 유쾌하신 분인데요
저기 내가 실수 한게 틀림없는데 용서해줘.
제가 뭐 용서할 수는 없는 게 사모님 전화번호를 몰라서 그러는 거예요.
돈이 필요하면 내 지분을 팔아서라도 줘.
그 사장님이 소유한 은행 건물 기억하시죠?
자, 그게 어떻게 가능하냐 우리가 할 수 있는 게 아니야."
31,기타 괴롭힘 대화,"니가 나 따라쟁이 하는 애구나?
내가? 그렇지 않아 난 너 따라하는 거 좋아하지 않아
너 여기 사진 다 있는데 한번 찍어? 내가 누군지 알고 싶다.
아니야 나 이거 진짜 아니야. 이거 나 진짜 아니야.
애가 왜 이래? 좀 가만히 있어봐
진짜 나 이런데 안 가봤는데 말이야.
야 니가 내 연인한테 꼬리쳤다며 거짓말 하지마 내가 다 듣고 이러는거거든?
진짜 나랑 비슷한 애가 맞기는 하나 봐.
야 재 입 좀 어떻게 하자.
애들아 선생님한테 말해야지 이런 짓을 하면 안 된다고"
32,협박 대화,"이런 식으로 내 연락을 자꾸 무시하면 나도 가만 있지 않을거야
어떻게 해야 이 부러운 이~ 이~ 이~ 가~ 만들은 거야?
당장 네 집에 가서 다 말할거야.
진짜 그렇게까지 할 필요는 없는 거야.
네가 자꾸 연락을 무시하고 해결책을 제시하지 않잖아
어떤 방식으로 팀을 꾸려 나가고 싶어?
당장 집에 가서 네 와이프에게 말해 봐.
나는 이혼하고 싶은데 그럴 수는 없어.
너 진짜 그 정도로 생각 안하고 행동했니? 진짜 칼갈기 찢어 죽여 버릴거야
내가 이렇게 말을 안 들을 때가 있는데 어쩌지 못하는 거야?
네가 그렇게 진술하면 나는 이제 가만히 있을 거야"
33,기타 괴롭힘 대화,"야 너는 00고등학교 배정돼서 어떻게 하냐
왜 00고등학교가 그렇게 인기가 많아?
거기는 내신이 높지 않아 애들이 다 망둥이야.
나는 어차피 공부 잘하니까 상관없어.
공부 못하는 애들, 노는 애들 다 니 친구들이라고 해도 상관 없어.
나 혼자서 그 애들이랑 살 거야.
내가 고등학교가면 좋은 집에서 살고 좋은 친구들도 많이 사귈 수 있을 텐데 그러면 걔도 나처럼 그렇게 되지 않을까?
이 씨는 집 주소까지 알려진 이 씨는 다른 곳을 돌아다니며 도망자 생활을 겪고 있다.
너는 뭐냐 인생 망했네 이제 어떻게 살아
이 씨의 사례에서처럼 알레르기성 접촉 피부염은 특정 부위가 갑자기 가렵거나 진물이 나는 증상을 보인다."
34,기타 괴롭힘 대화,"야 손병신. 내가 손을 이렇게 못 대게 했잖아.
하 사장은 2008년 9월부터 작년 12월까지 임직원 수 약 1500명을 포함해 총 43명의 임원 수를 감축했다.
야 손병신 여기서 한숨 못 쉬겠다.
그렇게 부르지 마. 내가 널 위해서 꼭 필요한 것이 아니야.
뭐? 병신이라고 해야 하나 하는 것이 그런 사람한테 하는 소리야.
그렇게 말하지 말라고, 그렇게 얘기하지 말라고.
야 이 양반아 손을 이렇게 씻은 거야?
그런 얘기는 하지 말라고.
이 새끼가 형님한테 말 안 듣고 뭐 하는 거야?
아 그냥 조금만 힘을 줘서 때려 부순다.
아휴 이 망할 놈의 자식새끼! 하고 싶은 말을 해도 안 나와."
35,기타 괴롭힘 대화,"너 내가 쳐다보지 말랬지
미안 근데 본게 아니야 지금은 안 봤지만.
지금 보고 있는 게 지금 보고 있는 거잖아.
응 내가 의도하지는 않았어 일부러 그런 거 아니야
잘 본 거 맞아? 거짓말하면 안 되는 거야?
이 씨의 사례에서처럼 알레르기성 접촉 피부염은 특정 부위가 갑자기 가렵거나 진물이 나는 증상을 보인다.
그렇다면 맞기는 해야 하는 거네?
미안해 잘못했어 정말 내가 잘못한 게
잘못한 게 뭐야? 잘못한 게
반성문을 쓰는 이유가 무엇인지에 대해 밝혔는데 그것은 바로 '나를 반성하게 하는 여러 가지 행동'이라는 것이다."
36,직장 내 괴롭힘 대화,"내가 나이가 얼마나 많은데 이런 것까지 알려줄 수 있어?
죄송해요 여러분. 제가 너무 급하게 말씀드려서 죄송합니다.
기본적인 것도 안 들어 있으면 어떻게 해?
죄송해요 여러분. 제가 너무 급하게 말씀드려서 죄송합니다.
그 미안하다는 말을 제대로 하지 않을 뿐이야
이제부터 차근차근 해보겠습니다.
그만치 할 수 있는 것이 없어 그러니까 더 악착같이 해.
네 정말 죄송합니다 제가 잘못한 게 너무 많아서요.
요즘 젊은 사람들은 가정에서 부터 교육을 다시 받아야 되는 나이가 너무 많거든
죄송해요 여러분 덕분에 제가 좀 많이 느슨해질 수 있었어요"
37,갈취 대화,"야 오늘 내가 지갑을 안가지고 갔는데 5만원만 빌려줘.
아. 지난 번에도 빌려간 돈 아직 안 돌려줬잖아요.
내가 급한 마음에 있는 게 오늘까지 해줄게.
약속을 지키지 않으면 저 정말 드리고 싶지 않아요
우리 사이에 뭐 이렇게 자꾸 엇갈리나요
아. 저 진짜 힘들어요 정말.
이번에 한 번만 더 주기로 했어.
진짜 이제 그만 좀 했으면 좋겠어요.
이번에 끝나면 다시는 너 못 볼거야.
이번이 마지막이에요."
38,직장 내 괴롭힘 대화,"오늘 당직이신 팀장님 맞으시죠?
그런데? 그렇지 않아 지금 감기여서 담배 피는 것도 중단 했잖아
아 직원들 부모님께 전화 한 통 해서 얼마나 고생했는지 좀 알려주세요.
그런 건 비서가 하는 일이 아니지 않나?
아 근데 당직자한테 부탁하는 건 너무 늦은 시간까지 하는 것 같은데요.
내가 문자를 못 보내는 이유는 니가 와서 해라
네, 맞아요.
니가 와서 돌려보내라고 해서 돌려보냈는데 못 받았다고?
주말인데 사무실까지 가려면 시간이 좀 걸리는데 한번만 보내주십시오.
아 그건 그렇고 니가 와서 보내든가 말든가 해라 끊어라"
39,기타 괴롭힘 대화,"너 내 사진 합성해서 프로필 사진 한거야?
이게 너한테 왜 필요한 거야?
얼굴이랑 몸을 이렇게 합성한 이유가 뭐야?
얼굴만 살짝 다를 뿐이지?
이거 나 일부러 놀리고 그러는 거 아니야?
아 예 그래서요? 이거 내가 했다고 하면 내 핸드폰이 내 것이 아닐 수도 있잖아요.
그럼 사진을 찍지 말래.
야 그리고 얼굴에 돼지 몸 붙인 거 잘못이야? 그러면 돼지 같지 않아?
뭐? 돼지야 말로 말 좀 가려서 해.
너 걸을 때마다 꿀꿀 소리 내는 거 보니까 돼지 맞아?"
40,갈취 대화,"내놔 내놓으라고 하는 게 뭐가 있나 내놔 내놓으라고 하는 것도 뭐가 있나 내놔 내놓으라고 하는 것도 뭐가 있나
줄 게 아예 없는데 뭐 어떻게 해?
뒤지고 뒤지고 하다가 안 나오면 뭐 어떻게 하지?
조사를 한 번 해 보고 그래도 안 나오면 어떻게 하지.
니가 일을 안 하고 있으면 내가 집에서 해
나는 그렇게 하고 싶지 않은데 어떻게 해야 하지?
이게 진짜 죽고싶은 생각이 들게 하는 것이다.
내가 왜 죽어야 되는 건지 모르겠어 내가 왜 죽어야 되는 건지
아 이 미친년 너 지금 주사를 몇 대나 맞았냐
응 그렇게까지 많이 필요한 건 아니야
지금 정신을 못차리고 있는 게 그 이유야.
필요한 경비가 얼마나 되는지 구체적으로 말씀해 주십시오.
10만 원을 가지고 와."
41,협박 대화,"니가 돈 횡령한 게 분명해?
응 내가 왜 니돈으로 결제하냐
지갑에 있던 돈이 다 떨어졌는데 어떻게 된 거야?
내가 어디서 퍼 온 게 아닌데 나 혼자서 그런 생각 하면 안 돼
하 진짜 너 너무 가난해서 사는 게 힘들다고.
그러니까 내가 훔쳤다고 생각하는 사람은 없는 거야?
어 도둑년이 눈을 똑바로 뜨고 있네?
나 진짜 아니야 진짜 아니야 내가 잘못한 게 없어
도둑질 하는 게 너무 무서워서 너네 같으면 당장 가서 하겠어?
내가 진짜 잘못한 게 뭐냐면 이렇게 돼가지고 나중에 보면 돼.
짜증이 너무 나서 말을 못 걸겠고 그러면 목이 넘어가니까 할 수 없이 하지."
42,직장 내 괴롭힘 대화,"야 조선생 이것 좀 해와.
네, 제가 부른 게 맞습니까?
응 여기 너 말고 또 누구 있어?
그래도 회사에서 하는 일인데 그렇게 까지 화를 내십니까?
뭐 그럼 내가 존칭까지 써가면서 불러? 일이나 똑바로 해.
네, 감사하게도 잘 먹고 건강하게 오래오래 살아야겠습니다.
일하고 저기 이따 저기 쓰레기도 좀 버리고 와.
혼자 하기에는 너무 힘이 든데 어떻게 해요?
그렇다면 다 늙은 내가 뭐 하러 하겠어?
네, 정리를 싹 하고 오겠습니다."
