idx,class,conversation
30,갈취 대화,와. 분위기 좋을때 방해해서 죄송합니다 누. 누구야? 이 새끼 갑자기 쉬쉬 사장님 흥분하지 마세요 제가 이 여자 오빠되는 사람입니다. 안타깝게도. 아직 18살이 안됐지요 뭐? 그. 그게 어때서? 우리 사. 사랑하는 사이야 푸하하하. 재미있으신 분이시네요 저기 내가 한번 실수 한것 같으니 용서해주게. 뭐 까짓것 용서해드리죠? 제게 뭔가 필요한게 있어서요 사모님 번호가 뭐였더라 돈이 필요하다면 내 지분을 팔아서라도 줌세 제발. 사장님 소유의 은행 있는 건물 기억나시죠? 자네가 그걸.
37,갈취 대화,야 나 오늘 지갑을 딱 5만원만 빌려주라 아. 지난 번에도 빌려간 돈 아직 안주셨잖아요. 내가 급해서 오늘 오늘꺼까지 해서 바로 내일 약속도 안지키시는데 저 정말 싫어요 우리 사이에 왜그래 아. 저 정말 힘들어요 이번 한번만 주면 다시는 달라고 안할게 정말 그만하세요 앞으로 너도 이번 한번만 주라 이번이 마지막이에요.
40,갈취 대화,내놔 내놓으라고 없는데 뭘 줘? 그럼 어쩔래 뒤져봐 뒤벼보고. 어쩔껀데 없음 니가 일을하든 아님 집에 가서 받아가야지 싫은데 이게 진짜 죽고싶나 내가왜 죽어 아 이 미친년 넌 맞아야 정신차리지 그만해 얼마필요한대서 정신드냐 얼마필요하냐고.
44,갈취 대화,아! 아줌마 운전을 이렇게 하면 어떻게 해요? 네? 무슨 일이시죠? 아줌마가 주차하면서 내 오토바이를 쳤잖아요. 무슨 소리에요? 이렇게 주차 선 안에 차가 안 들어가 있는데. 여기에 제가 이렇게 쓰러져 있잖아요. 아줌마 차가 내 오토바이를 쳤다니까! 말도 안되는 소리를 이렇게! 경찰을 불러야 되지만 여기가 또 호텔 주차장이잖아. 아줌마를 위해서라도 싸게 처리할게요. 한번 아줌마 말도 안 되는 소리 하지. 아줌마 경찰도 부르고 보험회사도 부르고 아줌마도 부를까? 다음주부터 아줌마 남편하고 운전연수 하면 되겠네. 이거 완전 사기꾼이네.
48,갈취 대화,야 좋은말로 할때 놓고 가라고 아빠가 사주신거에요 이거 그냥 빌리겠다고 빨리 벗고 가 아 ~ 야 내가 만만하냐 놓고 가라고 제발요 지랄하지말고 가진거 다 내놔 제발 돌려주세요 제발 되돌려 줘 이새끼야 안돼요
50,갈취 대화,야 너 지나가는 길 좀 잘 산다며? 예. 네. 우리 학교에서 잘 산다는 애 중에 하나입니다. 맞습니다. 어리버리하긴 해도 집안 하나는 끝내 준다고 하더라구요 그래 제 좀 불러와라. 야 너 잠깐 우리 형님이 좀 보시잰다. 네 저를요? 왜요?? 말에 토달지 말고 잘 알거 아냐 따라와 야 너네 집이 좀 산다며? 우리가 놀아야 하는데 뭐가 없어서 말이야 지갑 좀 빌려주라 이러지 마세여 전 돈 없어요 아 그래? 그럼 가방에 돈 나오면 1000원에 얼굴이 맞는다? 맞고 줄래. 곱게 줄래??
57,갈취 대화,너 돈 많냐? 돈 좀 줘도 돈 안 갚을 거잖아. 내가 왜 빌려줘야 돼?. 이. 그럼 확. 아니. 이게 확 뺏을까 빌려줄래? 둘 다 싫은데. 돈 지금 가지고 있는 거 다. 안돼. 제발 그냥 조금만 빌리는 거야. 알겠지? 하. 이럴 수가
58,갈취 대화,친구야 어.? 무슨 일이야? 너 오늘 화장했어? 아응. 좀 잘먹었다. 아 이거 이번엔 너무 이쁘다. 갖구 싶어 아 별로 안비싸던데 그래? 별로 안비싸니까 니가 하나 새거사면 돼 그치? 어?. 나 얼른 줘 친구야
61,갈취 대화,저기요. 저 좀 도주세요. 좀 도와드릴께요. 다치신덴 정말 감사합니다. 제가 지금 돈도 없고 어딘지도 모르겠어요. 아 그러시군요. 잠시 따뜻한 곳으로 옮기시죠 덕분에 좀 나아질 것 같네요. 감사합니다. 꼭 해주셔야 될 것 같은데. 네? 전 가진게 없어요. 나중에 잊지 않고 꼭 보답할께요. 그럼 꼭 보답해야지. 제가 뭐하러 당신을? 아. 진짜 잊지 않고 보답하겠습니다. 저 좀 집으로 갈수있게 도와주세요. 그러니까 돈을 주고 다른걸로라도 하던가 하라고!!
72,갈취 대화,승한아 나 버스비 충전해야하는데 돈이 없어. 5만원만 빌려주라. 안돼. 나 한달 용돈이 없단 말이야. 나 학교도 못다녀. 좀 빌려줘 정말 미안한데. 나 진짜 돈이 없어서 그래. 나 돈이 없어. 좀 빌려주라. 안돼. 미안해. 야. 좀. 나는 당장 학교 올 돈도 없다고 그럼. 아니 그건 아닌데 너를 빌려주면 나는 어떻게. 내가 너 용돈 받기 전까지 돌려줄게 그럼 되는거 아니야? 알겠어. 용돈 받기 전 꼭 줘
79,갈취 대화,김팀장 립스틱샀어? 이번 신상이네? 네. 이쁘다 나도 발라보자. 어머 어머 나랑 너무 잘맞네 이거 나좀. 네????? 오늘 저녁 맞선보러 가는데 이 립스틱이 찰떡이라 수정화장할때 쓰면 좋을것같아서 샀는데. 아니 왜 가져간대?? 쓰고 돌려주면 될거아니야 왜이렇게 심보가 못됐어? 내가 맞선 잘안됐으면 좋겠니?? 김팀장은? 아니요. 그건 아닌데.
80,갈취 대화,"야 너 무슨 애지? 잠깐 이리 와봐. 무슨 일이세요.? 내가 배가 너무 불러서 돈이 없다 돈 좀 빌려줘라. 저 돈 없어요. 없는데. 주머니 뒤져서 나오면 10원에 1대. 어때? 아. 여. 기요. 너 미친새끼 있으면서 거짓말쳤냐 나한테? 죄송합니다. 저 집에 보내주세요. 그러게 누가 거짓말 하래? 야 핸드폰 꺼내. 전자기기 다 꺼내고 손에 있는 시계도, 무선 이어폰도 빼. 그럼 안돼요. 제발요. 쳐맞고싶냐? 죽고싶어? 좋은 거 할 때 내놔 아. 여깄습니다. 진작에 할 때 줄 것이지. 이제 꺼져."
84,갈취 대화,좋은거 할때 내놔라. 뒤져 정말 이게 다에요. 장난쳐? 놀러오면서 이거밖에? 야 진짜 우리를 병신으로 보나보다. 정말이에요. 가방을 숙소에 두고왔어요. 정말 현금은 이거 뿐이야? 같이. 솔직히 말해라. 네 정말 이게 다에요. 아 오늘 잡쳤네. 야 이거 두고 빨리 꺼져.
85,갈취 대화,아니 이자가 왜 이리 늘어요? 너무한거 아니에요 뭐 새끼야 애초에 돈을 빌렸으면 돈 주인 말대로 해야지 아니야 야 넌 왜 우습냐 죽고 싶어? 막 막 막 이자도 올리는거지요 왜그러시는데요 그럼 돈을 입금하는게 좋을거야 와 나 저래 너 죽고 나 죽자 약골이 까부네 혼나볼래? 아 ~ 죄송해요 넌 이자가 두 배나 늘어날줄 알아
89,갈취 대화,야 꼬마 네? 저요?! 너 왜. 왜요? 왜요? 말을 했냐 지금. 나보다 나 먼저 말하는 싸가지 하고는 왜이러세요! 너 가진 돈 얼마야 저 돈 없어요! 무슨 소리야. 사람이 밖에 다니는데 돈 한장도 안 갖고다녀?! 진짜에요.! 그리고 저 급한 일 있어서 빨리. 어딜 가 가긴 해도 돈 주기 전까지는 못 가! 가방이나 주머니 뒤졌을때마다 돈 나오면 한 대씩이다. 알았냐? 이러지마세요 진짜!!
91,갈취 대화,거기 학생들 스톱 네? 어 어 그래. 너네 여기 학교 다니지? 네. 왜 그러세요? 나도 여기 나온 선밴데 선배를 위해 기부 좀 해라. 저희 돈 없어요. 야 맞고 줄래 그냥 줄래? 진짜에요. 그래? 그럼 너네 여기 학교 생활을 내가 아는 후배들한테 잘 얘기해놓을테니까. 한번만 봐주세요. 이거 교재비인데 그만 드릴게요. 야 너 이랬으면 얼마나 좋냐?
96,갈취 대화,우와 이거 예쁘다. 머야 이거? 이거 우리 엄마가 다 사줬어. 우와. 민지야 이거 하루만 빌려주라 나 데이트할 때 하루만 쓰자. 안돼. 이거 우리 엄마가 내 친구 좋다는게 머냐 한 번만 빌리자. 안돼. 이거 나도 오늘 처음 게시한거란 말이야 머? 이거 안된다고? 나 오빠랑 데이트하면 그래도 안돼. 엄마 알면 실망하셔 아니 그럼 데이트 하는 날 아침에 빌려줘 그럼되잖아 그건 어려운거니까 쓰고 월요일날 학교에서 빌려 그럼 되는거지? 그럼 꼭 돌려줘.
100,갈취 대화,어이 초딩. 이리가 누구세요 이리와보라고 자식아. 죽고싶냐고 이러세요 확! 죽을래? 조용히 이리 안와? 무서워요. 얼마있어. 다 내놔봐. 저 돈 없어요 씨발. 죽을래. 너 어디살아. 돈 다 내놔봐. 왜 이러세요 산에 가서 확 묻어버리기 전에 호주머니에 있는거 다 내놔 이러지 마세요
107,갈취 대화,이 사진을 봐. 어떻게 당신한테 이런일이 있지? 나한테 당장 100만원 보내. 그 돈을 내가 왜 당신한테 보내! 그렇지 않으면 이 사진 다른 사람한테 다 뿌릴거야. 제정신이야? 무서우면 내 돈 보내. 당신 이거 감옥가는 일이야. 그 돈이 어디있다고. 난 당신 평생 지옥이 될거야. 안돼.
108,갈취 대화,여기에 지장 찍으라고. 이번달 까지는 돈 정말 갚을게요. 내가 지금 기분이 좀 안좋아서. 맞고 지장 그냥. 절대 못 찍어요. 이번달까지는 정말 갚을게요. 아 그러셔? 그럼 맞고 지장 찍자. 재산몰수는 정말 안되요. 아니 맞는걸로 끝내려했는데 그냥 오늘 죽을래? 알겠어요 찍을게요. 이게 정신을 차리네. 재산은 정말 안되는데.
109,갈취 대화,이봐요. 잠깐 서 봐요. 무슨 말입니까? 내가 배가 고픈데 지금 수중에 돈이 다 떨어져서 말이야. 무슨 말이 하고 싶은데 아저씨 돈 좀 있어요? 요새 현금 들고 다니는 사람이 어딨습니까. 아저씨 현금도 안 들고 다녀요. 그럼 저기 기에서 돈 좀 뽑아와요. 현금 카드는 없는데요. 편의점 기에서 돈 뽑아오면 되잖아! 지금 무슨 거요?
118,갈취 대화,야 너 이리와봐 저요? 니가 또 어디 있냐? 오라면 와 왜 그러세요 야 가진 돈 다 내놔 봐 저 돈 없어요 신발 좋은 거 신었는데? 뒤져서 나오면 넌 죽는 거야 아 죄송해요 있는 돈 다 내놔 걱정 마세요 얼마? 십만원 드릴게요
121,갈취 대화,있는 돈 다 내놔! 아님 다 쏴버린다! 꺄악!! 너! 내 돈 가져와. 저. 저요? 그래 너. 왜 못 알아처먹어? 너 먼저 죽을래? 정말 죄송합니다! 이것들이. 다 죽고싶어? 뭘 꼬라봐! 아니. 어쭈? 말대꾸냐? 네가. 잘났으면 가방 좀 털어보자. 십만원 이상 안나오면 죽는다. 으악.!!
123,갈취 대화,엄마 나도 반지 하나 사줘 바람막이 한 삼만원이면 되니? 무슨 삼만원이야 엄마는 도데체 언제적 이야기를 하는거야 엄마랑 이야기싫다고 자꾸 이러니까 미안하다. 엄마 잘 몰라서 그래 아 30은 줘야 입을만한거 사 30이나? 이번달 아빠 월급이 조금밖에 안들어왔는데 다음달에는 안될까? 아진짜 엄마 구질구질하게 미안해 아들 미안해하지말고 엄마 손에 끼고 엄마 반지라도 줘봐 이거는 외할머니가 엄마 주신거야 아들 엄마 외할머니는 벌써 20년됐고 이제는 산사람 보고 살아야지 언제까지 붙잡고 있을거야 그거 안주며 나 콱딱 뛰어든다면 좋겠어? 엄마가 외할머니 반지 애끼다가 내가 골로 가면 좋겠냐고 여기있어 아들 이제 그런 말해
126,갈취 대화,손 들어 있는 돈 다꺼내 까약 강도다!!! 다들 밖으로 나가요 근데 저기서 비밀번호를 눌러야 돈을 주고 있어요 그래 빨리해 저기. 이 새끼가 어디서 수작을 부려! 퍽 으악 잘못했어요 이 총으로 진짜 쏴버리는 수가 있어 말 잘들어 네.
128,갈취 대화,나 틴트 한번만 빌려줄 수 있어? 아 틴트 같이 쓰면 안좋대 엥 그거 한번도 그렇게 힘드냐? 위생적으로도 잘 안 쓰고 싶어 아니면 약속있어서 화장해야된다고 그건 어쩔수 없지 않을까. 걍 내놔 대충 조금만 바를테니까 아. 안되는데. 잘쓸게 금방. 걱정말고? 금방 돌려줘야해.
129,갈취 대화,나 마실것 좀 사줘 또.? 또라니? 밥도 내가 샀잖아.? 뭐 담에 내가 살게 이번이 아 뭐 할때 사. 지갑없어 또. 그냥 돈 내고 꺼져. 보기 싫으니까 미안해. 뭐가.
136,갈취 대화,강도다 폰 들어라 현금 전부 다 여기 있습니다 거짓말 하지마 이게 전부야? 정말입니다 총 맞고 싶어 어서 총 담아 이게 현금 전부 다 입니다 다른 값 나가는 돈 있으면 더 넣어 살려주세요 제발
138,갈취 대화,학생이 내가 배가 고파서 그러는데 용돈 좀있나? 아니요 없는데요 부모님한테 용돈이 있을꺼 아니야 지금은 없습니다 뒤져서 나오면? 정말 없습니다 주머니 밖으로 보이는 흰색 봉투는 뭐지?? 학원비인데요
139,갈취 대화,야 여기 있는 목걸이 그거 나 주면안돼? 응? 그게무슨소리야 아주 번쩍하니까 나 좀 갖자 안돼 그게 너 갖고있는 전부야 무슨소리야? 너 돈 많잖아 나한테 기부 좀 해 안된다니까. 그게 무슨 말같지도 않은소리야 내가 나중에 더블로 쳐서 돈 좀 줘봐 자꾸만 너랑 연끊는다 한두번도 아니고 자꾸 왜 돈 뺏어가려구 마지막이야 진짜 마지막이야 한번만 내 딱한 사정 봐줘 너 매번. 이건 금품 갈취야.
141,갈취 대화,혹시 얼마 전 저희 길동기업 대표님 맞습니까? 네 맞는데요 저 누구시죠? 아 김대리 나야 지금 저장되어서 이번에 다 사라졌다던데 혹시 다 삭제했나? 아유 그게 어떤 문서인데 제가 함부로 삭제했겠어요 그치? 그 파일 어디에 있나 제 에 가지고 있는데 그냥 드릴 수도 없고 1억만 준비해서 오세요. 같이 일하던데 그냥 좋게 넘겨줄 순 없나? 그럼 바로 경쟁사에 넘길게요 1억 당장은 너무 빨라 1주만 시간을 주게 딱 1주입니다. 넘기면 저도 바로 경쟁사에 가져다 줍니다.
142,갈취 대화,야 이 컴퓨터 랜섬웨어 걸렸잖아! 빨리! 여기에 중요한 자료 다 있단 말이야. 컴퓨터 정보가 갑자기 잠금 돼서 적잖게 당황했나봐? 여기에 모든 프로젝트 다 담겨 있습니다. 제발 빨리! 그럼 정보 값에 비례해서 1000만원의 코드를 알려주도록 할게. 5분안에 가져와야 해. 5분안에 1000만원이요.? 10분까지만 시간 주면 안되겠습니까? 그 시간 얻고 싶으면 여기있는 자료 중에 두 개만 빼고 줘도 되는거지? 나만 손해볼 수 는 없잖아. 최대한 5분까지 가져오도록 하겠습니다. 조금만 기다려주세요. 한 번에 큰 돈을 필요 없어요. 딱 5분이야 조금이라도 늦으면 이 컴퓨터에 있는 자료 1분에 하나씩 날려버릴거니까 최대한 빨리 지키는 게 좋을거야. 여기 1000만원 이체해드리겠습니다. 확인 하셨죠? 음 잘도 돈 찾으러 와서 경찰에 신고했잖아. 이 자료는 내가 터뜨려버리도록. 그니까 입을 쉽게 대면 안되지.
152,갈취 대화,야 거기 저요? 거기 너 말고 돈 있냐? 왜 그러시죠? 너 돈좀 있냐? 저 돈 없어요. 거짓말하지말고 진짜 저 돈 없어요. 니가방 뒤져서 나오면 가만히 있지. 제 가방 왜?
153,갈취 대화,와 에어팟이네? 그거 좋냐? 어? 나쁘지 않은거 같아 얼마주고샀어? 잘모르겠어 외삼촌이 사주신거라구 너는 이런거 사주는 외삼촌이 너무 부럽네 응. 고마워 야 근데 그거 잃어버렸다고 하고 하나 더사주라고하면서 뭐라고?. 왜? 너는 외삼촌이 또 사줄수도 있잖아 나는 이런거 사주는 삼촌 없어서 그래 그래도 되지? 아니. 그거 좀. 아그래?? 좋게 말해서 이거 몇대 맞으면 정신이 번쩍들어서 생각이 나 왜그래.
154,갈취 대화,야 거기 너. 저기 저요? 그럼 여기 나 말고 누가 있어. 근데 왜요? 너 이리 좀 와봐. 왜? 너 돈 좀 있냐? 형 좀 빌려주라. 돈 없어요. 뻥 치시네. 좋게 말할래 그냥 줄래 아니면 맞고 줄래? 여 여기요. 진짜 이게 다에요.
156,갈취 대화,야야 너 여친 샤넬빽 들고 있던데 내 여자친구좀 주자 주. 주준엽아 나아직 40일도 안됐어 말하기엔 그건 니 사정이고 임마 하루준다고 빨리 가져와서 미안해 그럴수가 없어 그럼 뒤지게 맞고 이 밖에 퍽퍽퍽퍽 그래 차라리 날 죽여 난 절대 못해. 독한새끼 꺼져 고마워.
167,갈취 대화,야. 얼마잇냐? 없는데요 얼마있냐고 새끼야 없. 없어요. 뒤져 당장! 1원당 백대씩이다 넵. 이새끼야. 1500원이 나온다 이새끼야 이리와 좀 맞아야겟다 잘못햇어오.
168,갈취 대화,우와 이거 예쁘다. 머야 이거? 이거 입생로랑 지갑이야. 엄청 비싼건데 예쁘다. 영지야 역시 나 하루만 쓰자. 안돼. 이거는 엄마가 사준거야. 친구 기 좀. 나도 명품 좀 사면 얼마나 좋아. 미안해. 이거 나도 아까워서. 그래서 안돼? 아니지? 친구 간지 좀 잘 안돼. 친구 기스나면 큰일난단 말이야. 아니 빌려달라고. 이거 내가 왜내냐. 나도 아껴쓰면 되잖아. 꼭 깨끗이 쓰고 줄게 그럼 빌려주는거다 알겠어. 꼭 깨끗이 돌려줘
169,갈취 대화,어머니 저 돈 주세요 내가 돈이 어딨냐 애비가 돈 못버는 주제에 바람까지 불면 제가 아주못살겠으니까 가지고 계신 돈 주세요 애비가 잘못한거를 왜 왜 그러냐 연좌제 모르세요? 연좌제? 나는 돈도 없고 그냥 늙은 망구잖아 늙은망구여도 숨겨돈목돈이 되는거 알고 있어요 돈 안주시면 저 이혼해요? 그래도 괜찮아요? 어차피 바람피고 능력 없는 남편은 필요없어진지 꽤 됐어요 이혼이라니. 그냥 마음잡고 돌아올게다 그거야 어머니 생각이시구요 돈조금밖에 못해준다.
170,갈취 대화,와너 좋은 물건이야 어? 아니야 다 형한테 줘 아그래? 형한테 물려받아서 쓰면 기분 나쁘겠네? 딱히 그러지는 마 형도 깨끗하게 써서 아니면 기분 나쁜 같은데 그냥 버려버려 어? 그냥 버리고 새거 사주라고해 아 멀쩡한데. 그래? 그럼 나한테 버려 그리고 그냥 새거 사면 되겠다 그치? 나똑똑하지 어.?.? 괜찮은데 거절하지말구 그렇게해 부담갖지마
171,갈취 대화,어이 늙은이!! 나한테 왜 그래? 너다! 언제봤다고 반말이야!! 이새끼가 아까 니 옆에 있던 그 여자 니 마누라랑 뭐? 뭐요? 늙은 주제에 한참 어린 여자랑 바람 피워! 남이야 바람을 피던 말던 무슨 소리야 야 시끄럽고 니들 음탕한데 기분 나빠졌어. 주머니 털어 빨리 가시요. 경찰 부를테니 불러! 부르라구!. 경찰 오기전에 이칼로 넌 죽어 아. 알았으니까 진정하쇼
174,갈취 대화,너는 여기서 다 보니? 우리 병원엔 무슨 일이야? 아. 나 남편이랑 같이 왔어. 그래? 남편은 어디가고? 남편 잠깐 나 마실 거 사다준다고. 그래? 아 수영아 너도 몇년 전에는 우리 병원에서 낙태했잖아 그게 전 남친아니였나? 응? 니가 그걸 어떻게. 어머 얘 나는 병원에 그런 것도 모르겠니? 니 남편은 알아? 너 낙태한 거. 그렇게 속인 건 아니지? 남편은. 아직. 그치만 내가 때가 되면 알아서 얘기할거야. 제발 모른 척해주라. 그래 그래 남편이 원하면 알려줘야하는거고 너도 진짜 뻔뻔하구나. 어떻게 그런 걸 속이니? 속인 게 아니라 아직 말을. 제발. 원하는 게 뭐야.? 넌 얘가 지금 뭘로. 아 참 나 내일 생일인데 별 건 아닌데 여행자본이 조금 부족한데. 한 오백정도? 오백.? 그. 그 당장 내일.? 선택은 니가 하는거지 뭐. 니 남편 아니니?
180,갈취 대화,야 돈좀있냐? 아니 없는데 아니 없는데? 없는데? 말이짧다? 돈 없어요 야 있는거 다 까봐 이게 전부에요 야 여기 이건 뭐냐? 야 이거 구라치면 뒤진다 정말 이게 진짜 야 이런 그지새끼가 다있어 죄송합니다. 이제 보내주세요.
183,갈취 대화,우와 이거 예쁘다. 머야 이거? 이거 샤넬 미네 백이야. 엄청 비싼건데 예쁘다. 이거 하루만 써보자 명품이라서 안돼. 이거 우리 엄마가 사준거야. 친구 한 번 빌려주자. 꼭 명품을 착용해보자. 미안해. 이거 나도 아까워서 게시 아껴두다가 안 한거야. 그래서 안된다고? 친구 간지를 세워주지. 그래도. 이거는 안돼. 아니 빌려달라고. 말귀를 왜 먹나. 잘 쓰고 월요일날 학교에서 줄게 그럼 되는거지? 안되는데. 꼭 깨끗이 돌려줘
184,갈취 대화,어이구 오랜만이네? 왜이러세요. 금방 갚겠다고 했잖아요. 이자가 그새 불어서 말이야 정산은 확실히 해야지? 그런게 어딨어요. 저 돈 없어요 이러지마요. 딸 하나밖에 없는 니 딸이라도 팔아서라도 만들어야지 안그래? 딸 어디있어 제발. 그건안돼요 지금 줄래 아니면 지금 당장 줄래? 지금 드릴게요. 얼만데요? 이자 이백만원 당장 입금해 네. 알겠어요
185,갈취 대화,네 혹시 재용 씨 돼 시나요? 네 저 맞는데요 누구시죠 어머 연예인이신 재용씨와 직접 통화를 하다니 저 팬이에요 저기요 감사하지만 이렇게 함부로 전화 하면 안 돼요 걱정 없이 할 말이 있으니까 연락한 거니까 최근 재용 씨 어떤 술집에 들어가서 성추행을 하셨다면서요 네? 너 누구야 나 그런 적 없는데 어차피 증거는 조작됐으니까 허튼짓하지 말고 암튼 이거 퍼뜨리면 당신은 어떻게 되는지? 당신 원하는게 뭔지 뭐 재용님은 돈이 많이 든다고 20억만 계좌 이체 해주세요 하 나도 이것도 경찰에 신고하면 절대 무사하지 못 할걸 난 어차피 그냥 한탕 하려는 거 없는 건 상관없고 어차피 당신 커리어 안 망치면 20억은 더 벌 수 있잖아 시끄럽게 하지 마세요 20억이나 계좌 이체해 안 그러면 알지?
188,갈취 대화,누가 여기서 장사하래? 여기서 장사한지 6개월도 아닌데 뭐? 6개월이나 자릿세도 안내고 장사를 했다고? 아니 그런게 어딨어요? 로마에 오면 택시 타라야지 돈도 잘 안벌리는데 자릿세가 어딨어요 그건 내 알바 아니고 부탁드려요 좀 봐주세요. 밀린거까지 해서 담주까지 준비해 아이고 그럼 저는 어떻게 해요
189,갈취 대화,야! 나도 승급전인데. 으응.? 돈이 없어서 말이야. 빌려줄거지? 너 돈 많잖아.? 나도래 돈이 없어서 이 씨발새끼가. 너 말귀 못알아 듣냐? 나도래 야 니가 지금 돈이 없을 때냐? 씨발 이 형님이 돈이 없다는 데 말이야 구걸해서라도 가져와야지 아. 미안해. 얼마? 얼마? 씹새꺄 되는대로 구해와. 애 울겠다 울겠어.
192,갈취 대화,야 이 노숙자 돈 뺏어줘 야 내가 발로 차버릴게 가만히 있어 임마 역시나 젊은 노숙자라서 나이든 노숙자 돈 뺏기 쉽다니까 인정 나이든 것들은 불쌍해 보여서 돈을 주고 그리고 그걸 그냥 몽땅 다 가져가면 완전좋지 야 그래도 돈 줘라 하고 살아야지 또 뺏지 이 나쁜 것들이 어유 지금 뭐라하셨어요 죄송합니다.
203,갈취 대화,야! 잠깐 일로 와봐! 야!! 안들리냐? 너 일로 와보라고 저요? 야 너! 고개 그만 휘젓고 일로와! 그러세요.? 너네집 잘산다며? 너 노블레스? 네. 아. 돈? 아. 여기요. 이거 내거 뺏은거야 니가 준거다? 잘 쓸게
