idx,class,conversation
66,직장 내 괴롭힘 대화,야 너 커피 좀 타와봐라 저 말씀 하시는 겁니까? 그래 여기서 그런 잡일 할 사람이 너 밖에 누가 있는데? 아 죄송합니다 지금 커피를 타왔습니다. 아 씨 야 이거 먹으라고 탄 거 맞냐? 똑같은데 무슨 그렇게 맛대가리 없이 탔어 그리고 뭐 나 혓바닥 화상입어서 왜 이렇게 뜨겁게 탔냐? 아 죄송합니다. 최대한 정성으로 탔는데 입맛에 안 맞으셔서 죄송해요. 어떻게 잘하는 일이 또 없어 내가 다 안쓰러워 지려고 한다. 어떻게 이렇게 잘 살아있냐 잘하는것도 없는데 죄송합니다 앞으로 더 노력하겠습니다. 당연히 노력해야지 너 지금 이렇게 살면 뭐 3년? 이 집에서 백수로 살아야 해 너 받아줄 회사 없다고 똑바로해. 알겠습니다 죄송합니다.
68,직장 내 괴롭힘 대화,아니 김대리 도대체 일처리가 이모양이냐? 너 혹시 알고 있나요? 아 말대꾸 따박따박? 야 내가 니 친구로 보이냐? 야 너 진짜 회사에서 찍히고싶은거지? 죄송합니다 그런의도로 말한건 아닙니다 그냥 회사에서 쥐죽은듯이 살아 알겠습니다.
73,직장 내 괴롭힘 대화,나은씨 네? 가서 커피좀 타와 제가요? 그럼 여기 나은씨가. 아 저는 좀. 왜? 나은씨 집에서 혼자 커피를 안타줘봤어? 저희 아빠는 스스로 내려드시는데요. 뭐??? 그럼 여기가 집이랑 같다고 생각하는거야?? 그건아닌데. 하고싶은거만 하면서 살 수 있다고 생각해?? 얼른. 입아프니까
81,직장 내 괴롭힘 대화,김대리는 어떻게 커피 하나를 못 타나? 네? 죄 죄송합니다. 내가 물을 많이 넣으랬지. 왜 한강물로? 죄송합니다. 다시. 뭘 다시 타와? 그냥 마시면 되지. 누굴 나쁜 걸로 만들라고 작정했네. 죄송합니다. 그 죄송합니다 소리 좀 그만해. 아주 날 괴롭히는 줄 알겠어? 네. 네? 내가 괴롭혀? 자기야 말 좀. 아 아니에요. 무슨요. 생긴대로. 아 짜증나. 다 뽑았어 저런 새끼를.
82,직장 내 괴롭힘 대화,부장님 왜 불러? 저 이번주 금요일날 연차가 안돼 한참 바쁠땐데 저는 한번도 사용한 적 없잖아요 신규가 무슨 말 써. 눈치도 더럽게 보여서 무슨 말씀을 그렇게하세요. 왜 내가 말을 안하려고 했는데. 씨는 일 너무못해. 너무하세요 못생겼으면 일 잘 해야지.
83,직장 내 괴롭힘 대화,하사원 여기 놀러왓냐? 이것밖에 못햇냐 죄송해요 진짜 축내네 진짜 죄송해요 그냥 내일 부터 나오지마 처자식이 잇어여 내가 알바 아니구 죄송합니다
86,직장 내 괴롭힘 대화,야 이 새끼야. 이번 일 잘못되면 다 너때문이야 알겠어? 죄송합니다. 그렇지만 이러시는 건 너무 과하신 거 같은데요. 과해? 이게 과해? 이 새끼가. 왜 이렇게 기어올라? 제가 실수한 부분은 인정합니다 저만 그렇게. 가지가지 하네. 니 말은 나도 잘못했으니 그냥 입닥치라 이거냐? 골때리는 새끼네. 제 뜻이 아닙니다. 죄송합니다. 니가 회사에 가야 된다고 생각하냐? 너 시키는 일이나 똑바로하고 옆에 찌그러져 있으라고. 아오 진짜. 너무 부당한 사항이여서. 말씀 드린 건데. 너는 우리나라가 왜 국회가서 따질래? 이 새끼가 왜 똥이야 그냥 사리고 알겠습니다. 끝내면 될 것을. 저희에게 오는 손해가 너무. 큰 것 같아서. 왜 돈나가냐? 어? 뒷 일은 맨 위에서 할 건데 왜 나대냐고 그러니까.
87,직장 내 괴롭힘 대화,과장님 다음주에 여름휴가 사용해도 될까요? 다음주에는 박대리가 써야 하는데 다음에 쓰지 그러면 다다음주에는 가능할까요? 다다음주는. 요즘 다들 바쁘게 일하는데 무슨 휴가를 쓴다고 하냐? 저도 이번 휴가 잠깐 다녀오고 싶어서요. 남들 다 열심히 일하는데 어디 갔다오고 싶니? 다른 분들은 다들 갔다오셨구 제가 맡고 일은 이번주에는 끝낼 수 없이 말씀드립니다. 아 됐고 나중에 써 나중에 혹시 나중 언제쓰면 될지 모르겠고. 나중에 쓰라고!
90,직장 내 괴롭힘 대화,야 너 너 커피 안타오고 뭐해? 아 금방 타가겠습니다 장난쳐? 커피 다 그럼 금방 타서 드리겠습니다. 됐고 그냥 밖에 나가서 또 사와 아 네 알겠습니다. 카드는 그럼?. 네 돈으로 사와 임마
92,직장 내 괴롭힘 대화,야 신규 간호사 똑바로 환자 치료 안 하냐? 인수인계 제대로 들은거 맞아? 너 왜 저 환자 항암 약물 속도 저렇게 나 죽이고 싶어서 환장했어? 인수인계 들었는데. 어. 약물 속도는. 프리셉터가 설명해주신바로. 저렇게 하라고 하셨어요. 니 프리셉터가 문제라는거야? 너가 잘 못들은거 아니고? 아니 바쁘셔서. 책 보고 알아서 하라. 책 보고 최대한 아는대로 한겁니다. 모르는거면 프리셉터 붙여준거 아니야? 너 여기 실전이야 니 하는거 따라 죽을수도 있다고. 야 김간호사 너 왜 프리셉터지? 네 맞는데요 왜 그러시죠? 아니 얘가 약물 속도 너가 책 보고 하라 그랬다고 그러던데? 대충 알려줬냐? 그런 적 없는데요. 자기가 괜히 잘못해놓고 남 탓 하는건가보죠. 그리고 저 신규간호사 일도 제대로 못 하고 아는것도 하나도 없어서 가르칠맛이 안나요. 한 번 한 달간 굴려봐야 정신차리나. 야 니가 멍청해서 설명해도 못 알아들었나보네. 너 어디서 선배 간호사를 어떻게 해. 너가 지금 생각하면 매일 남아서 계속 또 연습해. 좀 억울한게 이번에 프리셉터로 배정받고 뭐 설명듣고 배운거 하나도 없어요. 가르쳐주시지도 않았고 간호사가 알아서 다 하라고 하셨어요. 다른 동기들 프리셉터들 다 차근차근 하고 프리셉터분은 너 혼자 해라 매일 이런식이었어요. 야 그래서 내가 잘못했다는거냐? 너 나한테 또. 왜 돈 내고 4년동안 대학 다니는데. 제발 혼자 알아서 해 남탓하지 말고. 간호사를 그만두던가 제대로 해야 하면서 왜 대학병원에 온 사람들을 이렇게 괴롭혀? 차라리 환자들 똥기저귀나 갈던가. 실력도 없는 게 말은 많아가지고.
93,직장 내 괴롭힘 대화,어이 김대리! 이리로 와봐! 네 부장님. 무슨 일이세요? 여기 이 파일들 내일까지 정리해와. 이건 박대리 파일 아닌가요? 네 처남인 박대리가 어제 일 힘들다잖아! 김대리가 좀 해와. 저도 오늘 업무가 많아서요. 상사의 지시를 듣지. 저어. 그런뜻이 아니라. 그럼 좀 정리 해와! 네. 알겠습니다.
95,직장 내 괴롭힘 대화,부장님 내일은 휴가를 가면 괜찮나요? 뭐? 아니 너 생리하냐 네? 지금 뭐라고 하셨어요? 다시는 너 생리하냐고 지금 여기 재밌는 상황이 나오네 부장님 지금 여기 사람들 다들 지금 뭐하시는 거에요 아니 생리는 생리현상 아닌가? 그게 창피한건가?
97,직장 내 괴롭힘 대화,야 김사원 너 오늘 표정안좋다? 아 아닙니다. 아마 그런 것 같습니다. 그러게 너는 별로 익숙치가 않아서 그런거잖아. 숙련도가 떨어진다고 해서 죄송합니다. 그럼 일을 더 열심히 해야지. 피해끼쳐 되겠어? 어쩐지 맨날 뭘 하는지 했더니 헤매는 거였네. 앞으로 더 노력하겠습니다. 그러게 말이야 좀 더 노려을 하란 말이야. 열정이 없어. 다른 사람한테도 꾸중 듣고 너도 보통의 새끼가 아니네. 너도 애들한테는 아깝다.
101,직장 내 괴롭힘 대화,김사원 이리 와보게 네 팀장님 무슨 일이신가요? 도대체 옷이 그게 무슨 일이야? 무슨 옷이야 아니 회사에 출근할 때에는 이런 옷 못 입는 거 모르나? 아니 오늘 캐주얼 데이 이렇게 입었는데요. 캐주얼 데이 하더라도 회사 출근인데 너무 심하게 편한 거 아닌가? 마음 바꾸겠습니다. 정신차려 여기는 회사야!!
104,직장 내 괴롭힘 대화,김사원! 커피 한 잔 네. 김사원! 그게 뭔가? 상사가 업무지시를 하면 웃으면서 한마디 똑 부러지게 해야지. 네 대리님. 요즘 젊은데 왜 이렇게 회사생활을 못하는지 모르겠어. 요즘 젊은 얘들은 버릇이! 버릇이! 쯧쯧. 죄송합니다. 어휴 나는 말이야 상사가 커피 좀 사서 방긋방긋 웃으면서 타오고 그랬어! 근데 김사원은. 네. 이것 봐. 김사원은 대답도 똑바로 해야지 그렇게 어리버리하니까 잘 못하지. 업무가 마음에 들기를 하나? 아니면 싹싹하게 굴기를. 그러니까 입사한지 5년이 넘도록 평사원이지! 죄송합니다.
110,직장 내 괴롭힘 대화,저기 김주임님. 이 엑셀 파일을 정리하기로 한 것 아니었나요? 아 그거 제 일이니까 대신 좀 부탁해 네.? 이걸 제가 왜 해야하나요? 내가 지금 고생 많다고. 그게 제 담당 업무가 아닌데 그걸 대신 하는 건 좀 아닌것. 아니 상사가 바쁘다는데 이런 건 좀 대신 해주는 게 어려워? 아니. 그래도 남한테 떠맡기는 건 아니죠. 뭐? 지금 나랑 싸우자는거야? 어디서 말대꾸야! 하라면 해! 하. 알겠습니다. 죄송합니다. 빨리 처리해서 내일 오후까지 정리해놔
112,직장 내 괴롭힘 대화,어우 정대리 이번에도 참 여성 스럽게 입고왔네 네? 아니 저한태 하신말이세요? 뭐 내가 틀린말 했어? 아니 말이 너무 성희롱 같잖아요 아니 이쁜걸 이쁘다고 하지 그런 소릴 듣고 싶지 않으면 꾸미지를 말던가? 진짜 너무 성희롱 아니에요! 아니 이 새끼 봐라 나한테 감히 대들어? 부장님 참으세요 요즘 시국에 여자들이 너무 잘 아시잖아요
115,직장 내 괴롭힘 대화,거기서 나랑 잠깐 얘기 좀 해. 네 알겠습니다. 너 요새 회사 내에 안좋은 소문 돌고 있는거 알고 있어? 아니 어떤 소문이요? 아니. 당사자가 모르면 안 되지. 네? 저요? 뻔뻔하네. 아주 잘 까세요. 아니 무슨 말씀이신지. 몰라서 물어? 양심은 좀 죄송한데 무슨 건지 모르겠습니다.
132,직장 내 괴롭힘 대화,이거 인계받을때 제 업무 아니였는데요 아 그랬나? 새로와서 잘 모를텐데 보통 이쪽 담당이 일 다 하더라고요 인계를 미리 받아서 그전까지 작업 다해놨어요 갑자기 너무 바쁜거 아는데요 원래 이쪽 담당이였어 그러게 물어보고 일을 하고 나서 어떻게 해 저도 인계 받아서 아는데요 그래도 이렇게 막무가내로 진행할 수 없어요 아이 아직 회사일지 모를수 있어 이건 이쪽이 아닌 걸로 하자
137,직장 내 괴롭힘 대화,신과장 오늘 사직서 쓰고 내일부터 나오지 말게나. 네? 왜 그러시는거죠? 저 사직서 쓴다고 얘기 드린적 없는데요. 다른사람이랑 착각하시는거 아닌가요? 신과장 착각이 심한건가 눈치가 없는건가? 진짜 왜 짜르는지 모르나? 아니면 알면서도 모른척 하는건가? 저요.? 죄송한데 진짜. 왜 그러시는지 모르겠어요. 저 회사에 뭐 크게 일이 없는데. 1년전에 말이야. 누가 우리 회사 세금횡령한다고 내부고발했을 때 그게 누군지 몰랐거든? 근데 이제 알았어 신과장 자네가 내부고발 했다며. 지금까지 꽁꽁 숨기느라 힘들었겠어. 남의 등에 칼 꽂으니까 좋아? 그건 법을 어겼으니 신고한겁니다. 그리고 당장 사직시키는거 법원까지 갈 수 있는 건데 그걸 믿지 못 하고. 신고한 사람은 더이상 우리랑 일 할 자격이 없이 당장 내쫓기전에 짐 정리하고 내일까지 자리 비워. 너 말고도 다른 인재 많으니까. 남의 등에 칼 꽂았으면 끝을 낼 각오는 하고 부당 해고 하시면 신고할겁니다. 저는 그때 마땅히 해야 할 일을 했을 텐데 제가 당장 쫓겨나야 할지도 모르겠습니다. 모르겠다고? 아직도 그 정도 나와? 그때 감사한데 한동안 고생 많이 했어. 그정도는 동료로써 눈 뜰 수 있는거 아닌가? 넌 내 믿음을 저버렸어. 빨리 나가. 꼴도 보기 싫으니까. 월급은 대충 내가 일한 날에 맞춰서 계좌로 보내줄게. 너무하시네요. 저도 이런 회사에 더 이상 있고 싶지 않아요. 난 그런 입장이야. 자기 혼자 정의로운 일 하는 사람하고는 일 할 이유를 느껴.
144,직장 내 괴롭힘 대화,허가는. 아뇨. 저희는 안전시설이 미흡하다고 하시네요. 뭐? 아니 당장 허가 받아서 시작해도 모자랄 판에. 미리 준비를 한다니? 아직 미달되는 조건이 너무 많다고 하시는데. 됐네. 내가 아는 다른 업체에 부탁해볼테니 그냥 내일부터 진행하도록 하게. 네? 만약 인부들만 위험하게 된다면 그 후에 문제가 더 커질텐데요. 그건 그 때 가서 생각해도 되지않나? 지금 시작도 안해보고 너무 큰 거 안보여? 그치만 무엇보다 중요한게 인부들 안전이라고. 당연히 안전이야 중요하지. 근데 지금 우리보다 더 중요해? 이거 때 맞춰 진행못하면 너나 나나 내 모가지야 알아? 인부들한텐 말하지말고 진행시켜. 이건 좀 아닌 것 같은데요. 니가 했으면 내가 했으면 넌 빠지던지. 대신 다신 이런 기회 없을 줄 알아.
147,직장 내 괴롭힘 대화,어이 신병.. 김범례. 와봐. 네. 좀 뒤질래?. 자. 잘못들었습니다? 카드? 네 그렇습니다!. 좀 쓴다. 아. 알겠습니다.? 표정 안푸냐? 죄송합니다. 좀 쓴다? 네 알겠습니다
157,직장 내 괴롭힘 대화,선배 제 뒷담화 하세요 내가 언제 이제부터 지칩니다. 들었어? 어디서? 많이 들었어요 못생긴게 일못한다는건 팩트잖아 선배 저 신고할게요. 시끌벅쩍해서 사과 하시면 저도 끝낼게요 참는다고요 하던 일이나 하세요
158,직장 내 괴롭힘 대화,어이 강대리 저기 가서 아메리카노랑 달달한 빵좀 사와 저 지금 밀린 일이 너무 많습니다. 아니 니사정이고 임마 그런식으로 해봐 진급하기 위해서 회사일을 열심히 하고 있는데 왜 그러십니까 부장님 당장 사와 강대리 네. 어휴 이부장 요즘 대리새끼들 너무 빠졌어 살살해 김부장 요즘은 이 그렇지 뭐 부장님 여기 사왔습니다 그래 왜이렇게 자리를 왜 빨리빨리 끝내
159,직장 내 괴롭힘 대화,민선씨 저녁 먹고 회사 나가죠? 네. 그럼 나갔다가 오는 길에 힐튼 호텔 예약 좀 할게요 네? 그건 온라인으로도 가능하지 않을까요? 스위트룸 미리미리 직접 예약 부탁해요 죄송합니다. 외근이 사적으로 나가는 건 아니여서요. 그럼 회사생활 편하게. 안그래? 부장님이 예약하시는 방법도 있습니다. 퇴근하고 가서. 민선씨가 책임질 거 아니잖아 그러니까 빨리 좋은말로 할 때 알아와. 부장님 죄송합니다.
164,직장 내 괴롭힘 대화,박대리!!!!!! 이리 좀 당장 와요. 네. 부장님 무슨 일이시죠? 아니 지금 뭐하자는 거지? 아니 아까 낮에 분명 이 서류 정리해서 보고하라고 하지 않았나? 네? 그럼 저는 전달 받은게. 아니 그럼 지금 김과장이 전달을 안해줬다는 건가? 네? 아닙니다. 지금 전달한 박대리 생사람 잡는 건가? 다른 직원들도 다 내가 전달하는거 봤다는데 네.? 전 정말 들은게 없습니다. 아직 전달 받지 못했습니다. 무슨 소리야! 지금 다른 직원들이 다 김과장이 전달하는 거 보고. 지금 거짓말까지 한 건가? 아닙니다. 죄송합니다. 지금 바로 처리하겠습니다. 박대리 그러니까 너 알아서 잘 기었어야지. 거두는 거야 조심해 앞으로도.
166,직장 내 괴롭힘 대화,야 새끼야 내 앞에서 짭밥먹은 티 내지마 내가 못하는것 처럼. 아니 저라도 일을 잘해야 직원들은 끝나죠 직원들이 뭔 상관이야 내가 진급해야 하는데 뭐라고요 내 자리를 뺏을라고 하지마 새끼야 넌 어떻게 할까요? 왜 일 잘 못할까요? 이 놈이 또 대들어? 니가 공장에서의 관계를 알아! 절대 안돼겠다 넌 특별히 야근이야 동료를 그렇게 위한다면 넌 그냥 야근 수당받고 넌 내 일 대신해 아니 진짜
173,직장 내 괴롭힘 대화,이사원님 내일까지 할수있나 저 지금 하고있는거도있고 내일까지는 힘들거같습니다. 지금 저 내일까지 안된다고? 저 내일까지 제업무하기도 벅찹니다. 그래서 하기싫어? 근데 왜 제가 해야됩니까. 자네 야근도 하고 항상퇴근하던데. 하면되지않나 아니왜 다른팀업무를 제시간투자해서 하느냐 이말입니다. 자네 이번승진심사 내가 담당인거알지? 너무하십니다. 정말
175,직장 내 괴롭힘 대화,야 너 이자식 직업군인이면서 서류정리도 안할거야? 죄송합니다. 시끄러 새끼야 푸쉬업무 실시 시 실시 시 어찌 벌 받는것 조차도 너무 죄송합다 시끄러 내가 언제 이런 기회를 줬어? 아. 야 이 자식아 내가 먼저 대답을 해야 돼 아냐 벙어리야? 발로 차야 말을 들어? 아파 아 아닙니다.
181,직장 내 괴롭힘 대화,영업팀의 지희씨가 혼자만의 매력 빠진 거 같지 않아? 왜요?? 아니 저번에 점심 같이 먹자고 했는데 본인은 점심 원래 안먹는다면서 본인 자리에서 씨리얼 까먹더라구? 원래 점심 안 먹는 사람 많잖아요 아니 그리고 저번에는 지희씨가 들어온 기념으로 회식을 하자고 했는데 본인은 집에 일이 생겨서 그냥 가버렸대요 글쎄! 아 ~ 그니까 생각해서 팀장님이 다른 사람들은 그렇게 대놓고 거절해서 팀장님이 민망해하셨다는 말이 있어요 할 말은 하는 스타일이시구나. 근데 뭔가 넘 혼자 있는 거 같아서 말 걸면 넘 단답으로 대답하고. 챙겨주려고 한 제 맘이랑 뭔가 좀 거리를 두는 거 같긴하네요 지금 다시 생각해보니까. 점심시간에도 혼자 웹툰만 보는 거 같더라구요. 그래도 회사생활 하려면 회사 얘기도 하고 본인 의지가 좀 보여야 하는데 그러니까요. 저러고는 저번 사람처럼 금방 나가는 거 아닌가 몰라요 에휴 그럼 또 또 사람 뽑고 인수인계 하고 복잡한데
182,직장 내 괴롭힘 대화,미스터 강 뭐하나? 안녕하세요. 이 늦은 시각에 어쩐 일로 연락을 주십니까? 드라마 보고 쉬고 있습니다. 아 그래!? 혼자서!? 뭐 보는데. 요즘 인기 드라마를 보고 있습니다. 누가 하실 말씀이라도 아니 뭐 나도 밤이 외로워서 술 한잔 하고 싶은데 마땅히 연락할 사람도 없고 해서 연락해봤지 미스터 강 나랑 술한잔 할까? 팀장님 지금 11시가 넘어서 가는데 팀장님은 가정도 있으시고 그건 좀 급한 거고 남편은 출장가서 오늘 안 들어오고 아이들은 뭐 뭐 괜찮은데 그럼 우리 집으로 올래?? 아닙니다. 급하신거 아니시면 내일 사무실에서 말씀하시면 안될까요? 제가 좀 피곤해서요. 아니 그럼 나 얘기 좀 하자 심심해서 드라마 보면서 나랑 얘기하는거 싫어? 아닙니다. 싫은게 아니 너무 늦은 시간이라서 좀 쉬어야 11시가 뭐 늦은 시간이야 아직 초저녁인데 나랑 얘기 좀 더 하자
187,직장 내 괴롭힘 대화,김 대리 승진해야지 부장님 그래도 이건 아닙니다. 사는게 다 그래. 나는 이렇게만 한줄 알아? 그래도 전 제가 지키고 싶습니다. 소신은 절대 지켜요 하지 말고요. 난 말했고. 김 대리가. 근데 여긴 그런 곳 아냐 어쩌면 좋죠. 그걸 알면 내가 알려줘? 알아? 그냥 닥치는대로 해 알겠습니다.
191,직장 내 괴롭힘 대화,은미씨 나 좀 도와줘 어떤거요? 우리집 이사하는거 제가 그걸 어떻게 도와줄수 있지? 아니요. 안된다고? 네 제가 뭐 해야하는거 있나요? 안도와줄꺼면 일해서 죄송합니다.
197,직장 내 괴롭힘 대화,여기 또 재떨이에 정신 차릴 인간 있구만 죄송합니다 이 꼴 보기 싫어 말씀 주시면 다시 해보겠습니다 다시 한다고 제대로 하겠어? 허구헌날 다시 하고 죄송합니다 무슨 폼으로 달고 다니냐? 이번엔 잘 해보겠습니다 시키는 이상을 해야지! 옆 부서 눈치 좀 봐봐! 잘하잖아 기대에 어긋나지게 노력해 보겠습니다
198,직장 내 괴롭힘 대화,저 담달 중순에 연차를 쓰고싶어요 뭐라고? 회사는 몰라? 부장님 저 올해 한번도 못 쉬었어요. 신입사원이라 그렇지. 안돼 담달에 가족여행이라 부탁드려요 큰일도 아니네. 내년에는 아버지 칠순기념 여행입니다 여행에 회사 푹 빠져서 부장님 한번만 부탁드려요 바쁘니까 자리로 돌아가.
204,직장 내 괴롭힘 대화,김대리. 네 과장님. 무슨 일로 부르셨습니까? 어제는 휴가 가야 될 것 같네. 저는 요건에 다 맞춰서 신청했는데요. 그 날은 내가 휴가를 내야할 것 같아서 김대리 휴가는 반려됐어 과장님 그 날 안 갈 날로 알고 있었는데요. 오늘 갑자기 일이 생겨서 쉬어야 할 것이다 김대리는 회사에 남게 돼 저도 그 날 일이 있어 미리 신청한 휴가입니다. 그럼 뭐라고? 네가 과장이야? 내가 먼저지 네가 먼저야? 과장님 너무하십니다.
206,직장 내 괴롭힘 대화,저기요. 박과장님. 네? 내가 지금 어떻게 승진 했는지 모를 거 같아요? 무슨 말씀이신지. 부장님이랑 어제 술집에 둘이 계시는 거 봤거든요? 그게 무슨 문제 되나요? 우리 회사에 여자 과장님 계신 거 알죠? 박과장님이 이례적이라구요. 뻔하지 않아요? 그 동안 회사에 여자 과장님이 안 계셨던 게 회사의 입장이고 현재 제가 과장이 된 게 문제가 되나요? 아니 웃기잖아요 우리 입사 동긴데. 갑자기 전 결과로 이기기 힘드니까 작업친거 아니에요? 말씀이 지나치시네요. 그리고 전 결과로도 충분히 타당한 부분이라고 생각하는데요. 전혀 모르는 사이 술을 마신건지 웃음을 판건지 다른 걸 팔았는지는 앞으로 회사 내에서 얘기가 나올텐데 각오는 되셨죠?
212,직장 내 괴롭힘 대화,아. 왜그러십니까 팀장님? 사장새끼 같네. 아 몰라 그새끼 짜증나 그렇군요. 정대리 너도 마찬가지야 예? 너도 마찬가지라고 병신같은놈아.
213,직장 내 괴롭힘 대화,야 미주야 업무좀 봐줘 미주야 이 업무도 좀 도와주라 미주야 오늘은 너가 해라. 자료 오타 좀 수정하고 결제 올려 미주야 엥 이걸 제가 다요?? 어머 우리 학창 시절엔 고생 많이 했어 맞지 맞지 호호호 껌이지 너무 많은것 같습니다. 아무 일도 아니구요. 와 선배 부탁에 토도 다네 라떼는
218,직장 내 괴롭힘 대화,야 너 일을 왜 그렇게 해 어제 말씀해주신대로. 그래 내가 뭘 시켰다는거야? 너 돌았냐 아. 아닙니다 내 입이라고 헛소리만 짖껄이네요 그래 내가? 넌 잘못 없는거네 아닙니다 말이 잘못 나왔습니다 야 눈치있게 알아서 못하고 어디서 상사속을 알아 드릴 말씀이 없습니다 죄송합니다
231,직장 내 괴롭힘 대화,요즘 신입은 왜들이래? 네? 선배 어려워하지도 않고 요즘은 다들 말대답이나 하고는 생각이 다를수 있죠? 나때만 해도 안그랬는데 이제 시대가 변했어요 요즘 말대답 꼬박꼬박? 어우 열불나 죽겠네? 아 죄송해요 나만 위아래로 다 치이는구만 내 팔자야 유감이네요
234,직장 내 괴롭힘 대화,아니 글쎄 씨가 어머 사원 그렇게 안 봤는데 지금 무슨 얘기하고 계세요? 아 어머 아무 얘기 아니에요 여기는 왜 안 들어와 되게 쾌쾌하다 네? 아 아니에요 근데 너 그러고 다니는 거 되게 이상한 거 알죠 어머 어머 그래 그러지 마 우리 가자 미안해 제가 뭐 잘못했나요? 아 아냐 됐어요
